Source,Teff,Lum
288861019085346816,4791.6665,0.2825286
290234480907261312,4523.42,0.2260802
290368930563348480,5885.533,1.7008847
291536921149648384,4232.545,0.07926445
291701396922348672,5776.0,0.84083855
292069737612587648,5076.0,3.2216315
292587538869654400,4925.6665,0.35857794
293252223713285120,4445.0,0.1540927
293605068161883776,4049.22,0.086128406
294517800251711616,4155.445,0.10579604
294955405879653120,5037.5,0.3820191
295713102534550272,4189.89,0.120938525
295885382262729216,4247.355,0.15165204
296535163570698880,4306.3,0.13252981
297045096447719040,6053.0,2.3828962
297159754894750848,5843.0,1.9342916
297548019938221056,5730.0,0.7788863
297848079238404736,4145.06,0.08543493
298521122088146816,6858.467,0.6957574
299464296906886016,5956.5,15.312818
300137610339916928,4000.3333,0.060532343
300934099140189312,4149.36,0.115842454
301230078221434880,4490.5,0.14024168
301756263254807936,5464.3335,0.67979
301785537751949824,4157.635,0.0754651
301843159033054848,5571.3335,0.73184705
302157408904751744,4120.48,0.08647116
302447890428345088,5282.6665,0.42034826
304991163902854784,5533.25,0.7843002
305334280250112896,5980.0,3.1862166
306637167168935168,4238.843,0.15068816
307810346075871104,6477.0,3.0339983
310361075612875392,4957.0,0.3882107
311472716228821248,6477.0,5.1003313
312804946364548096,5594.0,0.66701925
313476679249850624,6695.0,4.8053646
313880990291223680,4528.8,0.19898696
314424045956125440,6297.0,2.2654634
315377872293129344,5662.0,1.1209476
315601794708097280,4974.0,0.3414236
316256588242414592,5890.0,4.074903
316419556481301888,5378.0,0.49135423
317329883389594752,6461.0,4.5188828
317350357498173312,6433.0,3.4101646
317973097692053248,4098.0,0.16736606
323438426396311168,4557.9,0.16524741
323519446659321728,4185.9404,0.101640336
323570058554178688,5312.5,0.45792574
325412805682357120,4012.5776,0.06648502
326173044957518080,5885.0,1.2701944
326843712691220864,4647.4165,0.10681343
326940164774368384,5500.0,1.1271384
327741674389296128,4120.857,0.07886314
333053037107550080,5558.6665,0.7001935
333106054183616000,5698.0,0.8018924
333112410735588608,5124.0,0.4375184
334156706263100032,4816.47,0.22534277
334231816650909056,5099.07,0.5450115
334476286189609856,5690.0,0.719177
335144892337326336,6083.5,5.443481
336538454607430016,6206.0,1.628734
338094740299867008,4759.533,0.23334818
338681162251683200,4143.175,0.10704834
339057779344285824,7291.325,8.604654
340305381444650880,5774.6665,0.82985044
340590219380026112,3949.85,0.06301189
340780267388505344,3900.155,0.07228496
342307489038297472,4949.525,0.24523151
344676421201305984,4257.298,0.14082244
345610142793876864,4311.814,0.10129776
345678213733721856,5103.7534,0.5093931
345679278885384320,6339.5,3.0776274
345765551891443968,5752.0,0.86540073
348020448377061376,6105.0,3.6397028
348329170627828480,4258.3125,0.1474912
348515297330377856,5979.0,1.5648832
349628587213224448,4956.532,0.30304182
349928375930601344,4918.8535,0.2418928
350458855931484160,4343.46,0.12390547
350664155368182656,5679.5,0.8966138
351045720262686080,3767.6267,0.05607171
351537889154226816,5837.5,1.7424285
351781598485715712,3784.08,0.07179023
351927215052594048,3411.0,0.043553025
352649456753106304,3996.2402,0.07099428
353027418172205184,4826.84,0.22874106
353135513909339776,4500.6,0.15316582
354062574010302208,4090.68,0.08780937
354077348697687424,3845.5,0.06915677
354479563794608128,5148.0,0.32741347
356323341715996544,4092.3835,0.0639418
356354329902324096,4249.1,0.09803778
356764413385350144,3747.0024,0.054576695
356805237047259648,5920.175,1.4072953
357040360736429952,3881.425,0.07175312
360615594590891648,5125.0,0.35233983
360620026996556672,4779.88,0.22236767
360649022320764032,4134.665,0.10643138
361305057100138112,4211.5366,0.08833224
362082308742525824,4597.3335,0.19601701
362358217441504128,4966.0,0.23082453
363847673444310272,3755.75,0.05418008
365075282472492928,4026.05,0.08394876
365548347350541952,3840.2773,0.09845507
366327454417902208,3929.5,0.058156595
366864497128705152,4570.04,0.1950915
367239086996534400,3925.5198,0.07010081
367906245740770304,4276.1426,0.11472524
369092520004831232,4999.0,0.3900402
369146735374791808,6389.0,3.1563227
369571765338889600,3823.5967,0.058600318
371013469896837248,5869.8,0.8502422
372811515005635072,5322.6665,2.4321814
373208954099200768,5536.0,0.5728163
373349657227961472,5953.0,1.1388484
374163192752986240,5954.6665,3.0638962
374400957846408192,4053.65,0.10396214
375415948814263808,4721.5,0.22798926
375707319395404928,5953.75,1.471744
378026395579085952,4055.3923,0.06876521
378821548641870336,6471.0,17.927914
379582273249916416,5805.3335,0.8556954
380331796583490816,4697.1074,0.21001108
381634580422627584,5248.3335,0.49784014
382248107910955904,4122.3335,0.100944445
382396095304461056,5336.5,0.40206867
382627439423335808,5527.0,0.63593215
383275940831929728,7037.6553,5.84413
383426372059603712,4098.0,0.113320485
383474819290674944,4852.1997,0.31581149
383495430838257920,3568.6667,0.04281234
386653747924807424,4138.52,0.07218069
386653851004022144,4104.3335,0.07746476
387873243757348992,5297.2,0.4207967
388856202858272128,4610.505,0.31707388
389660461253004672,5174.0,0.4375961
390077936372822912,6150.0,1.6717875
390900439790625664,6065.75,2.1259024
396332095949773824,6417.0,2.5504715
396341196983414272,6269.0,1.9789791
396649030176633216,6197.05,6.1565237
397372371388455424,6602.0,8.073921
397528364601244928,4814.287,0.1891192
397737271810238848,4139.495,0.078106165
399101662660373888,5210.5,0.661417
399327612298274816,4842.395,0.28343654
399891593045755776,5603.6,0.64229345
401232962871884800,4075.5535,0.07975905
405785280312141312,5131.5303,0.3936038
406561058780766848,5502.25,0.74069875
407475165262027136,5380.0,0.8661468
407618995126664960,6570.4,6.6151237
409293585696641920,5916.5,2.4087443
409909484005053440,5971.6665,1.7135944
410018125199718528,4155.1665,0.115978375
410431167913804800,5459.0,0.465535
410846061755266816,5970.0,1.2563177
411296071249600128,5426.5,0.7251321
411381695718394880,4041.9333,0.07197135
413056870408554368,5335.6665,0.519791
413736952705148800,3900.0,0.07472845
414103708555300480,6238.0,2.0278795
414386386115608704,5556.5,0.66242033
415710679155061248,3900.155,0.07336882
415735624324946816,5886.0,1.9218045
416135846558362112,4086.18,0.07454243
416596163972017920,4046.9102,0.09111143
416736832741633792,5892.5,1.4206382
417565761431676288,6200.5,1.5444242
418086483269878144,4714.0,0.17202064
419667031230236800,4060.0535,0.109480724
419743069331907328,4008.6667,0.06325484
420654804990989696,5941.2,1.5081815
420998849050618240,4896.067,0.343997
421421130234828032,4045.51,0.065856434
422699553020834304,5792.9004,0.9776772
422886126401496064,4343.46,0.20126331
423075173680043904,5694.5,1.0936729
424208289131975040,4044.995,0.0857288
425040000951479424,5405.0,1.3922085
425040000959067008,4091.8901,0.08185756
426757197605720064,4775.71,0.2275678
427052622637120384,4287.07,0.15324894
427104673334306176,3563.4368,0.04178093
427322415301550208,6105.0,3.7783623
429142347563713408,5316.0,0.674065
429335036979069184,4891.275,0.22365627
429915991435184000,6208.75,1.8625417
433103132036857856,4741.0,42.62346
433229541515108608,4017.0,0.070325255
434311667115069952,5883.0,3.9692159
434690036554889856,3891.7324,0.084132336
435215328236729728,5741.0,0.9011955
435385958696576640,5361.373,0.53171885
435570534912868736,3628.0,0.053724524
435646474233078144,6415.0,6.637262
436648129326142336,6005.25,2.4211214
436790206843584000,4748.3667,0.1831698
437055154781917440,4340.4424,0.14473239
438448029859306368,4895.7666,0.17054483
438829629113960704,6282.5,2.5213537
439357119819592960,5665.0,0.7230597
440052419183793664,3910.0,0.06038924
440936568272565376,4972.5,0.35765412
441087304445147264,5117.21,0.3566465
441949974395380480,4885.4546,0.3393562
443016706832479488,4669.988,0.17021693
445204047775833216,4075.455,0.09166273
445975389538755840,4253.49,0.15222342
446453642742074368,5530.75,0.6372262
449929198992325632,3959.5,0.11431192
450244995054087168,5266.0,0.57388556
452861837028857600,5187.15,0.39441103
455517325107520256,4233.96,0.10757573
455895149094013824,3885.9402,0.07133493
456245858935440256,4728.0,0.24008462
456810625658564352,4083.475,0.064956136
457326850673146112,5010.6665,0.30193585
457326850673147264,6339.855,3.2742763
457762325995735040,3860.0,0.050426085
458319228639270016,5071.8965,0.5136847
458598367152568448,5662.0,2.3931112
459661938487952000,4011.5068,0.06792835
460050169170768128,6001.0,1.966497
460621193663868160,5008.815,0.373789
460621296743080960,4078.8535,0.064131044
461034747475735552,4140.12,0.09997669
463016926421115520,4333.255,0.1228854
463016926421116160,5027.3203,0.40019402
463237064965083392,4152.0,0.11580848
463953194934419968,5822.0,0.9260029
464891250151058816,4754.6997,0.40936044
465464366292834816,5615.0,0.89601547
466294295706341760,5727.0,1.0755768
466417441010173568,6435.0,3.4590137
467468196170006144,6050.0,1.443593
468401161843923200,4746.29,0.18998483
469486109244322176,4910.1367,0.28880632
470236697727128064,5600.0,0.8099625
471536354830504448,5602.6665,0.6705705
472900642603422848,5634.75,0.85282576
473347456640406016,5634.2,1.1135763
474648763011926272,5082.0,0.33167484
476247246758218112,5270.3335,0.49127388
476899841267393024,4000.0,0.09921747
477000171705466240,4836.1,0.5576631
478021441908919168,4278.782,0.15207104
478240661338191360,5711.0,0.82053065
478240661338195328,5601.0,0.6328204
478737331356716800,4259.31,0.15561096
478996438146017280,4864.525,0.49660197
479290007748013440,6552.5,3.5620623
479668033588960768,6144.0,1.7195538
480029532396056832,4452.0,0.1497985
480996449793955968,3949.4866,0.06280427
481529227598902272,5547.0,0.8772665
482846859145086208,6249.0,2.1894188
483199939816707072,5511.0,0.82744825
483440831643252736,5234.3335,0.6897689
484219736852177280,4457.55,0.13162601
484652463395884288,4165.1,0.10827261
486483150258096000,5374.9336,0.5294149
487186081785899648,3973.02,0.11936175
488099260551658752,5107.15,0.88095653
488099359330834432,6329.45,2.6912165
488752228721199488,3987.23,0.05881488
489354627951530624,5057.9966,0.45984724
489697538140128000,4446.275,0.15497586
490969020260259072,4116.17,0.092606075
491707784695048960,4733.29,0.27051845
491707784696611072,5000.0,0.18650797
491805851686912000,5565.3003,0.24436668
492606845908371072,5113.97,0.2862541
493650660400463488,4221.8003,0.10883319
493935296471302784,4918.0703,0.31852287
494177257749671936,4292.1475,0.14380747
495557484141722496,4229.4,0.15065925
496151155999087360,5345.3335,0.60778767
496886557479171200,4381.73,0.124358155
497118760592097280,5208.0,0.42965773
497584846144594816,4988.5,0.28100035
499535899464545408,4770.7,0.2090935
499849844393678336,5604.3335,1.5725456
501985336493825792,3816.2,0.06027446
502314915103799424,5390.35,0.476321
504776790364530048,5300.0,0.5131594
505238104214871808,4005.4434,0.06213571
506370979148106240,4664.54,0.20925826
506605583135696768,5441.0,0.63103896
507836421987745536,5364.8237,0.50798994
507960391923112704,6137.0,1.7890627
509925734600845056,3921.8398,0.08876255
512058237400513664,4582.77,0.18735409
512129087182637696,4375.6836,0.12444804
512167948043650816,5350.0,0.5491046
513099096957522304,5517.0,0.764231
513339031006570240,4440.34,0.13014169
513697364421968000,5672.8,0.55945474
515428206180256768,5599.85,0.66867435
515529086369122176,6057.0,1.4921004
515708925243186560,4898.3667,0.29869765
515708925243187072,4144.048,0.12252969
517650143080142592,5471.75,0.8784886
