"HIP","HD","RAhms","DEdms","RA(ICRS)","DE(ICRS)","pmRA","pmDE","Glon","Glat","d(pc)","ePARX/PARX","V","e_V","V_src","B-V","e_B-V","B-V_src","Mv","e_Mv","CombMag","V-K","e_V-K","K_src","Lbol_src","Lbol","e_Lbol","SpType","CLASS","SPECTAG","EEID(AU)","EEID(mas)","FPB-Earth","V-Earth(mag)","Teff","Teff_src","R*(Rsun)","R_src","M*(Msun)","M_src"
69671,124580,"14 15 38.58","-45 00 01.5",213.9107487,-45.00042116,127.52,-137.6,318.2039,15.3598,21.22,0.01,6.31,0,"G",0.6,0,"G",4.68,0.02,"___","___","___","___","B-V",1.2,0.1,"G1V","MAINSEQ","G",1.09,51.6,9.64E-11,31.35,5913,"Gray",1.04,"Turnbull",1.05,"Turnbull"
74273,134060,"15 10 44.97","-61 25 20.3",227.68737266,-61.4222927,-184.95,-11.27,318.8074,-2.9213,24.2,0.01,6.29,0,"G",0.62,0,"G",4.37,0.03,"___",1.45,0.03,"2MASS","V-K",1.59,0.04,"G2V","MAINSEQ","G",1.26,52.08,7.27E-11,31.64,5914,"VF05",1.17,"Takeda",1.07,"Takeda"
8433,11007,"01 48 41.68","+32 41 22.2",27.17366149,32.68948705,-166.73,297.35,136.6483,-28.6527,27.86,0.01,5.78,0.02,"VT",0.56,0.02,"BVT-Red",3.56,0.04,"___",1.44,0.03,"2MASS","V-K",3.36,0.05,"F8V","MAINSEQ","F",1.83,65.8,3.44E-11,31.94,5917,"V-K",1.74,"Turnbull",1.36,"Turnbull"
40283,68978,"08 13 34.73","-31 44 08.7",123.39469744,-31.73575187,-334.52,152.51,250.1155,1.4707,27.5,0.01,6.7,0,"G",0.62,0,"G",4.5,0.03,"___","___","___","___","B-V",1.41,0.11,"G2V","MAINSEQ","G",1.19,43.2,8.19E-11,31.92,5919,"VF05",1.08,"Takeda",1.05,"Takeda"
42438,72905,"08 39 11.74","+65 01 14.5",129.79892615,65.02069298,-27.73,87.9,150.552,35.7043,14.36,0.01,5.63,0,"G",0.62,0,"G",4.84,0.01,"___",1.44,0.05,"ARRIBAS, S., MARTINEZ ROGER, C. <ASTR. AP., 215, 305> AN EMPIRICAL","V-K",1.03,0.05,"G1.5Vb","MAINSEQ","G",1.01,70.57,1.13E-10,30.5,5920,"V-K",0.96,"Turnbull",1.01,"Turnbull"
88745,165908,"18 07 01.61","+30 33 42.7",271.75669828,30.56186809,-100.93,111.7,56.9726,22.2983,15.64,0.01,5.07,0.02,"VT",0.5,0.02,"BVT-Red",4.09,0.03,"*",1.44,0.05,"CARNEY, B. W., AARONSON, M. <A. J., 84, 867> SUBDWARF BOLOMETRIC","V-K",2.05,0.06,"F7V","MAINSEQ","F",1.43,91.49,5.64E-11,30.69,5925,"V-K",1.36,"Turnbull",1.2,"Turnbull"
80337,147513,"16 24 01.24","-39 11 34.8",246.00514651,-39.19298857,72.64,3.41,341.6207,7.2128,12.78,0,5.37,0.02,"VT",0.63,0.01,"G",4.84,0.03,"___",1.43,0.05,"ALLEN, D. A., CRAGG, T. A. <M. N. R. A. S., 203, 777> THE AAO JHKL'","V-K",1.03,0.06,"G3/5V","MAINSEQ","G",1.02,79.58,1.12E-10,30.25,5930,"VF05",0.98,"Takeda",1.07,"Takeda"
61317,109358,"12 33 45.09","+41 21 24.4",188.43788561,41.35676779,-705.06,292.93,136.1275,75.3152,8.44,0,4.24,0.02,"VT",0.59,0.01,"G",4.61,0.02,"___",1.4,0.05,"JOHNSON, H. L. <COMM. LUNAR AND PLANETARY LAB., 3, 73> THE ABSOLUTE","V-K",1.27,0.06,"G0V","MAINSEQ","G",1.13,133.43,9.11E-11,29.34,5930,"VF05",1.05,"Takeda",1.03,"Takeda"
98819,190406,"20 04 06.47","+17 04 16.2",301.02693796,17.07116105,-394.07,-406.42,56.5506,-7.5511,17.77,0.01,5.79,0.02,"VT",0.6,0.01,"G",4.54,0.03,"___",1.4,0.03,"2MASS","V-K",1.35,0.04,"G1V","MAINSEQ","G",1.16,65.45,8.54E-11,30.96,5932,"VF05",1.07,"Takeda",1.07,"Takeda"
30067,43947,"06 19 40.18","+16 00 47.8",94.91742934,16.01328387,-17.48,-14.34,195.1087,0.4348,27.54,0.02,6.62,0.02,"VT",0.55,0.02,"BVT-Red",4.42,0.05,"___",1.4,0.03,"2MASS","V-K",1.52,0.06,"F8V","MAINSEQ","F",1.23,44.71,7.62E-11,31.91,5933,"VF05",1.14,"Takeda",0.97,"Takeda"
77257,141004,"15 46 26.75","+07 21 11.7",236.61144121,7.35323973,-225.51,-68.52,15.6973,44.1027,12.12,0,4.41,0.02,"VT",0.6,0.01,"G",4,0.03,"___",1.36,0.05,"JOHNSON, H. L. <COMM. LUNAR AND PLANETARY LAB., 3, 73> THE ABSOLUTE","V-K",2.22,0.06,"G0Vvar","MAINSEQ","G",1.49,122.9,5.2E-11,30.12,5936,"VF05",1.34,"Takeda",1.11,"Takeda"
32322,48938,"06 44 51.96","-27 20 32.6",101.21648345,-27.34238072,-6.18,293.89,237.0309,-13.4209,27.14,0.01,6.43,0.02,"VT",0.52,0.02,"BVT-G-Red",4.27,0.04,"___",1.38,0.03,"2MASS","V-K",1.73,0.05,"F7V","MAINSEQ","F",1.32,48.53,6.66E-11,31.88,5937,"VF05",1.24,"Turnbull",1.06,"VF11"
22336,30562,"04 48 36.20","-05 40 24.4",72.1508432,-5.67343877,312.68,-249.28,203.3953,-29.8244,26.42,0.01,5.76,0.02,"VT",0.63,0,"G",3.65,0.04,"___",1.46,0.05,"ALONSO, A., ARRIBAS, S., MARTINEZ-ROGER, C. <ASTR. AP. SUPPL., 107, 365>","V-K",3.08,0.06,"G5V","MAINSEQ","G",1.75,66.39,3.75E-11,31.83,5937,"VF05",1.58,"Takeda",1.28,"Takeda"
7276,9562,"01 33 42.73","-07 01 30.5",23.42805448,-7.02514279,176.82,-81.49,151.3771,-67.5317,29.52,0.01,5.75,0,"G",0.64,0.01,"G",3.4,0.02,"___",1.49,0.02,"2MASS","V-K",3.9,0.03,"G3V","MAINSEQ","G",1.98,66.91,2.96E-11,32.07,5939,"VF05",1.8,"Takeda",1.24,"Takeda"
3821,4614,"00 49 05.10","+57 48 59.6",12.27125262,57.8165477,1087.11,-559.65,122.6174,-5.0538,5.94,0.01,3.45,0.02,"VT",0.57,0.02,"BVT-Red",4.58,0.03,"___",1.48,0.05,"JOHNSON, H. L. <COMM. LUNAR AND PLANETARY LAB., 3, 73> THE ABSOLUTE","V-K",1.31,0.06,"G3V","MAINSEQ","G",1.15,192.66,8.81E-11,28.59,5941,"VF05",1.05,"Takeda",0.99,"Takeda"
98416,189340,"19 59 47.49","-09 57 26.2",299.94787255,-9.95728408,-246.73,-392.36,31.5981,-19.6593,22.2,0.02,5.88,0.02,"VT",0.57,0.02,"BVT-Red",4.14,0.07,"*",1.44,0.02,"2MASS","V-K",1.96,0.07,"G2V","MAINSEQ","G",1.4,63.04,5.9E-11,31.45,5947,"Gray",1.32,"Turnbull",1.19,"Turnbull"
1599,1581,"00 20 01.91","-64 52 39.4",5.00797581,-64.8776232,1707.56,1165.36,308.3277,-51.9204,8.59,0,4.23,0.01,"G",0.58,0.01,"G",4.56,0.01,"___",1.42,0.05,"Koornneef","V-K",1.33,0.05,"G0V","MAINSEQ","G",1.15,134.47,8.66E-11,29.39,5948,"VF05",1.07,"Takeda",1.01,"Takeda"
28634,40650,"06 02 45.11","+47 48 33.5",90.68796982,47.80930399,32.23,92.58,165.1339,12.2292,28.61,0.01,6.49,0.02,"VT",0.56,0.02,"BVT-Red",4.21,0.05,"___",1.4,0.03,"2MASS","V-K",1.84,0.06,"F5","MAINSEQ","F",1.36,47.38,6.28E-11,31.99,5948,"VF05",1.25,"Takeda",1.03,"Takeda"
117815,223913,"23 53 39.94","-65 56 50.4",358.41641809,-65.94734164,-42.03,85.46,312.0592,-50.1447,25.6,0.01,6.65,0.02,"VT",0.59,0,"G",4.61,0.04,"___",1.42,0.03,"2MASS","V-K",1.27,0.05,"G0V","MAINSEQ","G",1.13,44.1,9.07E-11,31.75,5949,"Gray",1.06,"Turnbull",1.06,"Turnbull"
50075,88742,"10 13 24.99","-33 01 54.8",153.35411361,-33.03187875,-369.81,64.39,268.5726,19.0949,22.85,0.01,6.36,0.02,"VT",0.59,0,"G",4.57,0.04,"___",1.41,0.03,"2MASS","V-K",1.32,0.05,"G0V","MAINSEQ","G",1.15,50.29,8.75E-11,31.51,5949,"VF05",1.06,"Takeda",1.05,"Takeda"
38908,65907,"07 57 46.30","-60 18 12.1",119.44293578,-60.30336068,518.38,118.86,273.3839,-15.6795,16.2,0,5.58,0.02,"VT",0.57,0.01,"G",4.53,0.02,"___",1.38,0.05,"Koornneef","V-K",1.36,0.06,"G0V","MAINSEQ","G",1.17,71.97,8.49E-11,30.76,5949,"VF05",1.07,"Takeda",1.06,"Takeda"
40438,69655,"08 15 25.22","-52 03 36.6",123.85508167,-52.06016056,-5.4,-57.16,267.3512,-9.4134,26.67,0.01,6.63,0,"G",0.58,0.01,"G",4.5,0.02,"___",1.45,0.02,"2MASS","V-K",1.41,0.03,"G1V","MAINSEQ","G",1.19,44.53,8.19E-11,31.85,5949,"VF05",1.12,"Takeda",1.01,"Takeda"
26394,39091,"05 37 08.79","-80 28 18.0",84.28663598,-80.4716745,311.97,1050.19,292.5166,-29.7765,18.32,0,5.65,0,"G",0.6,0,"G",4.34,0.01,"___","___","___","___","B-V",1.64,0.1,"G1V","MAINSEQ","G",1.28,69.94,7.04E-11,31.03,5950,"VF05",1.18,"Takeda",1.07,"Takeda"
1444,1388,"00 17 58.63","-13 27 20.3",4.49430346,-13.45563887,396.98,-0.6,91.5166,-74.2496,27.22,0.01,6.51,0,"G",0.6,0,"G",4.34,0.03,"___",1.52,0.02,"2MASS","V-K",1.65,0.04,"G2V","MAINSEQ","G",1.29,47.25,6.98E-11,31.9,5952,"VF05",1.13,"Takeda",1.05,"Takeda"
69090,122862,"14 08 27.71","-74 51 02.6",212.11544595,-74.85072342,-242.32,180.31,308.0013,-12.7422,28.5,0.01,6.02,0,"G",0.58,0.01,"G",3.75,0.02,"___",1.44,0.02,"2MASS","V-K",2.82,0.03,"G2/3IV","MAINSEQ","G",1.68,58.97,4.09E-11,31.99,5957,"VF05",1.56,"Takeda",1.09,"Takeda"
79607,146361,"16 14 41.04","+33 51 31.8",243.67100328,33.85882404,-266.47,-86.88,54.6674,46.1405,21.08,0.03,5.55,0.02,"VT",0.58,0.02,"BVT-Red",3.93,0.07,"*",0.5,0.03,"2MASS","V-K",2.19,0.08,"F8V","MAINSEQ","F",1.48,70.22,5.27E-11,31.25,5958,"B-V",1.02,"Takeda",1,"Takeda"
10723,14214,"02 18 01.23","+01 45 24.8",34.50510951,1.75689975,365.99,371.16,162.2031,-54.3763,24.35,0.01,5.6,0.02,"VT",0.59,0,"G",3.67,0.04,"___",0.64,0.05,"Kidger","V-K",2.79,0.07,"G0V","MAINSEQ","G",1.67,68.6,4.14E-11,31.56,5958,"Gray",1.57,"Turnbull",1.3,"Turnbull"
42291,73524,"08 37 20.23","-40 08 51.9",129.33427475,-40.14774379,-304.91,32.12,259.755,0.5315,27.4,0.01,6.53,0,"G",0.6,0,"G",4.34,0.02,"___",1.43,0.03,"2MASS","V-K",1.63,0.04,"G1V","MAINSEQ","G",1.28,46.62,7.08E-11,31.91,5959,"VF05",1.17,"Takeda",1.1,"Takeda"
48113,84737,"09 48 35.18","+46 01 16.4",147.14660351,46.02123319,222.07,-92.62,172.7805,49.433,18.37,0.01,5.07,0.02,"VT",0.62,0.01,"G",3.75,0.03,"___",1.35,0.05,"JOHNSON, H. L. <COMM. LUNAR AND PLANETARY LAB., 3, 73> THE ABSOLUTE","V-K",2.78,0.06,"G2V","MAINSEQ","G",1.67,90.71,4.16E-11,31.02,5960,"VF05",1.52,"Takeda",1.15,"Takeda"
85007,157466,"17 22 27.61","+24 52 47.4",260.61504545,24.87983674,62.67,-160.22,47.4755,29.8337,29.31,0.02,6.88,0.02,"VT",0.5,0.02,"BVT-Red",4.55,0.05,"___",1.42,0.03,"2MASS","V-K",1.35,0.06,"F8V","MAINSEQ","F",1.16,39.61,8.57E-11,32.05,5962,"VF05",1.09,"Turnbull",0.88,"VF06"
103682,199960,"21 00 33.81","-04 43 47.7",315.1408842,-4.72992404,47.64,-138.75,44.2943,-30.7507,27.23,0.02,6.19,0.02,"VT",0.64,0.01,"G",4.02,0.05,"___",1.42,0.03,"2MASS","V-K",2.2,0.06,"G5/6V","MAINSEQ","G",1.48,54.48,5.25E-11,31.89,5962,"VF05",1.3,"Takeda",1.17,"Takeda"
90223,168871,"18 24 33.11","-49 39 09.0",276.13795104,-49.65251379,33.03,-150.18,344.9819,-16.2649,28.28,0.01,6.45,0,"G",0.59,0,"G",4.19,0.03,"___",1.42,0.02,"2MASS","V-K",1.87,0.03,"G1/2V","MAINSEQ","G",1.37,48.38,6.17E-11,31.97,5964,"VF05",1.24,"Takeda",1.05,"Takeda"
11843,15814,"02 32 54.15","+15 02 04.1",38.22562452,15.03446457,-15.48,36.89,156.2768,-41.176,29.94,0.01,5.99,0.02,"VT",0.55,0.02,"BVT-Red",3.61,0.04,"___",1.4,0.02,"2MASS","V-K",3.2,0.05,"F8V","MAINSEQ","F",1.79,59.7,3.61E-11,32.09,5973,"V-K",1.67,"Turnbull",1.35,"Turnbull"
12623,16739,"02 42 14.93","+40 11 39.8",40.5622035,40.19438688,-16.84,-182.29,144.8452,-17.9155,24.19,0.01,4.89,0.02,"VT",0.58,0,"G",2.97,0.04,"___",1.29,0.05,"JOHNSON, H. L., MACARTHUR, J. W., MITCHELL, R. I. <AP. J., 152, 465> THE","V-K",5.62,0.07,"F9V","MAINSEQ","F",2.37,98.02,2.05E-11,31.61,5973,"Gray",2.21,"Turnbull",1.56,"Turnbull"
107350,206860,"21 44 31.19","+14 46 20.0",326.12996019,14.77221491,231.08,-113.45,69.8592,-28.2687,17.89,0.01,5.95,0.02,"VT",0.59,0,"G",4.69,0.04,"___",1.39,0.04,"2MASS","V-K",1.18,0.06,"G0V","MAINSEQ","G",1.09,60.7,9.8E-11,30.97,5974,"VF05",1.04,"Takeda",1.1,"Takeda"
116106,221356,"23 31 31.40","-04 05 13.0",352.88082708,-4.08693695,178.65,-192.79,79.819,-60.0888,26.12,0.01,6.5,0.01,"G",0.53,0.01,"G",4.42,0.04,"___",1.35,0.02,"2MASS","V-K",1.5,0.04,"F7V","MAINSEQ","F",1.23,46.97,7.68E-11,31.79,5976,"VF05",1.15,"Takeda",1.02,"Takeda"
89042,165499,"18 10 26.26","-62 00 10.0",272.60941453,-62.00276787,-77.6,234.68,332.2093,-19.1642,17.61,0.01,5.47,0,"G",0.59,0.01,"G",4.24,0.02,"___",1.39,0.05,"AUMANN, H. H., PROBST, R. G. <AP. J., 368, 264> SEARCH FOR VEGA-LIKE","V-K",1.78,0.06,"G1V","MAINSEQ","G",1.33,75.71,6.5E-11,30.94,5976,"Gray",1.24,"Turnbull",1.16,"Turnbull"
56242,100180,"11 31 45.14","+14 21 53.9",172.93809402,14.3649637,-327.88,-188.71,243.4397,67.4732,23.33,0.03,6.27,0,"G",0.57,0,"G",4.43,0.06,"___",1.37,0.02,"2MASS","V-K",1.49,0.06,"G0V","MAINSEQ","G",1.22,52.28,7.77E-11,31.54,5989,"VF05",1.1,"Takeda",1.07,"Takeda"
83601,154417,"17 05 16.83","+00 42 12.1",256.32011831,0.70337361,-15.67,-335.11,20.7694,23.78,20.67,0.01,5.99,0.02,"VT",0.58,0,"G",4.41,0.03,"___",1.36,0.02,"2MASS","V-K",1.51,0.04,"F8V","MAINSEQ","F",1.23,59.39,7.67E-11,31.28,5989,"VF05",1.12,"Takeda",1.07,"Takeda"
60994,108799,"12 30 04.93","-13 23 35.0",187.52054829,-13.39305238,-261.58,-54.16,294.9776,49.1486,24.65,0.01,6.42,0.02,"VT-G",0.56,0.02,"BVT-G-Red",4.46,0.05,"*",1.59,0.03,"2MASS","V-K",1.49,0.06,"G1/2V","MAINSEQ","G",1.22,49.58,7.73E-11,31.7,5991,"Gray",1.13,"Turnbull",1.11,"Turnbull"
10529,"___","02 15 40.50","+67 40 40.1",33.91876882,67.67781871,515.14,-318.06,130.8212,6.1056,20.92,0.11,9.29,0.03,"VT",0.57,0.03,"BVT-G-Red",7.69,0.27,"___",0.75,0.04,"2MASS","V-K",0.07,0.27,"F2          ","___","___",0.26,12.57,1.67E-09,31.23,5994,"B-V",0.24,"Turnbull",0.5,"Turnbull"
27244,38973,"05 46 27.95","-53 13 08.3",86.61647159,-53.21898343,38.24,-140.62,260.8427,-30.9484,28.18,0.01,6.63,0.01,"G",0.59,0.01,"G",4.38,0.03,"___",1.41,0.02,"2MASS","V-K",1.57,0.03,"G2V","MAINSEQ","G",1.25,44.44,7.37E-11,31.96,5995,"VF05",1.16,"Takeda",1.09,"Takeda"
113896,"___","23 03 57.09","-04 47 41.8",345.98785818,-4.79495356,319.22,37.99,69.2377,-56.0193,29.39,0.02,6.68,0,"G",0.58,0.01,"G",4.34,0.05,"___",1.39,0.02,"2MASS","V-K",1.62,0.06,"F8V         ","___","___",1.27,43.37,7.11E-11,32.05,5996,"Gray",1.18,"Turnbull",1.13,"Turnbull"
47007,82943,"09 34 50.73","-12 07 44.8",143.71139454,-12.12912278,2.38,-174.05,245.8422,28.2514,27.47,0.01,6.53,0.02,"VT",0.62,0,"G",4.34,0.05,"___",1.43,0.03,"2MASS","V-K",1.64,0.05,"G2/3V","MAINSEQ","G",1.28,46.62,7.04E-11,31.91,5997,"VF05",1.14,"Takeda",1.13,"Takeda"
92984,175726,"18 56 37.17","+04 15 55.2",284.15489096,4.26533443,-1.75,-85.05,37.3182,0.7935,26.5,0.01,6.71,0.02,"VT",0.57,0.02,"BVT-Red",4.6,0.05,"___",1.37,0.03,"2MASS","V-K",1.28,0.05,"G1V","MAINSEQ","G",1.13,42.61,9.06E-11,31.82,5998,"VF05",1.06,"Takeda",1.06,"Takeda"
36640,59984,"07 32 05.82","-08 52 51.3",113.02423825,-8.88091851,-92.2,-167.52,225.5052,4.8637,27.92,0.02,5.9,0.01,"G",0.54,0.02,"G",3.67,0.04,"___",1.42,0.02,"2MASS","V-K",3.02,0.05,"G5/8V+(F)","MAINSEQ","G",1.74,62.24,3.83E-11,31.94,5998,"Gray",1.61,"Turnbull",1.33,"Turnbull"
19859,26923,"04 15 28.86","+06 11 13.6",63.8702703,6.18712133,-109.37,-108.35,186.6778,-30.5009,21.33,0.01,6.32,0.01,"G",0.57,0.01,"G",4.67,0.03,"___",1.42,0.02,"2MASS","V-K",1.2,0.04,"G0IV...","MAINSEQ","G",1.09,51.29,9.65E-11,31.36,5999,"Gray",1.01,"Turnbull",1.05,"Turnbull"
24786,34721,"05 18 50.24","-18 07 48.7",79.7093162,-18.13019946,385,61.32,219.8858,-28.3211,25.03,0.01,5.96,0,"G",0.57,0.01,"G",3.97,0.03,"___",1.34,0.05,"AUMANN, H. H., PROBST, R. G. <AP. J., 368, 264> SEARCH FOR VEGA-LIKE","V-K",2.27,0.06,"G0V","MAINSEQ","G",1.51,60.18,5.09E-11,31.69,5999,"VF05",1.36,"Takeda",1.08,"Takeda"
104440,200525,"21 09 21.52","-73 10 20.2",317.33965419,-73.17226994,461.31,-287.24,320.002,-35.6137,19.77,0.03,5.67,0.02,"VT-G",0.57,0.02,"BVT-G-Red",4.19,0.08,"___",1.48,0.05,"AUMANN, H. H., PROBST, R. G. <AP. J., 368, 264> SEARCH FOR VEGA-LIKE","V-K",1.87,0.1,"F8/G0V","MAINSEQ","F",1.37,69.27,6.16E-11,31.2,6001,"Gray",1.27,"Turnbull",1.17,"Turnbull"
111170,213429,"22 31 18.22","-06 33 17.6",337.82590786,-6.55488734,160.65,-108.63,58.2112,-50.8981,25.41,0.02,6.15,0.01,"G",0.57,0.01,"G",4.12,0.05,"___",1.45,0.02,"2MASS","V-K",1.99,0.05,"F7V","MAINSEQ","F",1.41,55.55,5.8E-11,31.74,6001,"Gray",1.31,"Turnbull",1.19,"Turnbull"
94757,180409,"19 16 52.12","-10 58 18.5",289.21717717,-10.97179907,153.89,9.86,25.9309,-10.5758,29.58,0.02,6.92,0.02,"VT",0.57,0.02,"BVT-Red",4.57,0.05,"___",1.39,0.03,"2MASS","V-K",1.31,0.06,"G2V","MAINSEQ","G",1.15,38.75,8.79E-11,32.06,6002,"Gray",1.06,"Turnbull",1.07,"Turnbull"
37853,63077,"07 45 35.18","-34 10 35.6",116.39657467,-34.17655092,-220.83,1722.89,249.112,-4.8069,15.21,0.01,5.36,0.01,"G",0.59,0.01,"G",4.45,0.03,"___",1.59,0.05,"AUMANN, H. H., PROBST, R. G. <AP. J., 368, 264> SEARCH FOR VEGA-LIKE","V-K",1.51,0.06,"G0V","MAINSEQ","G",1.23,80.9,7.63E-11,30.65,6002,"Gray",1.14,"Turnbull",1.11,"Turnbull"
97438,187748,"19 48 15.43","+59 25 21.4",297.06429046,59.42261842,15.75,116.51,92.0061,16.3485,27.71,0.01,6.64,0.02,"VT",0.58,0.02,"BVT-Red",4.43,0.04,"___",1.38,0.03,"2MASS","V-K",1.49,0.05,"G0","MAINSEQ","G",1.22,44.11,7.73E-11,31.92,6003,"V-K",1.13,"Turnbull",1.11,"Turnbull"
44075,76932,"08 58 43.78","-16 07 59.7",134.68243659,-16.13324587,244.35,213.46,243.3005,18.9111,21.03,0.01,5.81,0.02,"VT",0.51,0.02,"BVT-Red",4.2,0.03,"___",1.45,0.03,"2MASS","V-K",1.87,0.04,"F7/8IV/V","MAINSEQ","F",1.37,64.93,6.19E-11,31.33,6003,"Gray",1.26,"Turnbull",1.17,"Turnbull"
108490,208906,"21 58 41.08","+29 48 48.8",329.67115015,29.81356873,-361.74,-386.3,83.8416,-19.6521,28.75,0.01,6.95,0.02,"VT",0.5,0.01,"G",4.65,0.04,"___",1.38,0.03,"2MASS","V-K",1.21,0.05,"F8V-VI","MAINSEQ","F",1.1,38.32,9.52E-11,32,6010,"V-K",1.02,"Turnbull",1.05,"Turnbull"
21000,"___","04 30 12.52","+05 17 54.7",67.55216585,5.29852669,106.9,119.86,189.9509,-28.0391,10.68,0.08,10.56,0.12,"VT",0.57,0.12,"BVT-G-Red",10.42,0.3,"___","___","___","___","B-V",0.01,0.32,"F8+...      ","___","___",0.08,7.25,1.93E-08,29.85,6012,"B-V",0.07,"Turnbull",0.27,"Turnbull"
33212,"___","06 54 42.85","+24 14 44.9",103.67853817,24.24579282,-37.29,-96.36,191.4099,11.4698,29.91,0.02,6.84,0.02,"VT",0.57,0.02,"BVT-Red",4.47,0.06,"___",1.38,0.03,"2MASS","V-K",1.44,0.06,"F8          ","___","___",1.2,40.16,8E-11,32.09,6012,"V-K",1.11,"Turnbull",1.1,"Turnbull"
44897,78366,"09 08 51.20","+33 52 57.0",137.21335301,33.88249742,-191.06,-115.4,190.5281,42.1554,19.19,0.01,5.93,0.02,"VT",0.59,0.01,"G",4.52,0.03,"___",1.39,0.03,"2MASS","V-K",1.38,0.04,"F9V","MAINSEQ","F",1.17,61.14,8.39E-11,31.12,6014,"VF05",1.06,"Takeda",1.13,"Takeda"
3170,3823,"00 40 24.66","-59 27 20.5",10.10273354,-59.45568115,883.26,443.01,305.5476,-57.6165,24.96,0.01,5.89,0.01,"G",0.56,0.02,"G",3.9,0.03,"___","___","___","___","B-V",2.42,0.1,"F6/8V","MAINSEQ","F",1.55,62.29,4.78E-11,31.69,6014,"VF05",1.44,"Takeda",1.05,"Takeda"
117880,224022,"23 54 38.34","-40 18 00.5",358.65975186,-40.30013654,367.44,30.51,341.0435,-72.3549,27.7,0.01,6.01,0.02,"VT",0.57,0,"G",3.8,0.04,"___",1.35,0.02,"2MASS","V-K",2.65,0.05,"G0V","MAINSEQ","G",1.63,58.8,4.35E-11,31.92,6017,"Gray",1.5,"Turnbull",1.28,"Turnbull"
5985,7727,"01 16 58.86","-02 16 43.7",19.24522939,-2.278818,259.08,-140.7,137.8409,-64.4087,29.88,0.01,6.53,0.02,"VT",0.56,0.01,"G",4.16,0.04,"___",1.36,0.03,"2MASS","V-K",1.91,0.05,"G2V","MAINSEQ","G",1.38,46.29,6.04E-11,32.08,6022,"VF05",1.25,"Takeda",1.1,"Takeda"
68030,121560,"13 55 50.17","+14 03 23.3",208.9590356,14.05648068,-291.04,9.2,355.1102,70.09,24.86,0.01,6.17,0.02,"VT",0.5,0.02,"BVT-Red",4.19,0.04,"___",1.33,0.02,"2MASS","V-K",1.84,0.05,"F6V","MAINSEQ","F",1.36,54.6,6.27E-11,31.68,6027,"VF05",1.24,"Turnbull",0.96,"VF08"
27075,38382,"05 44 28.41","-20 07 36.0",86.11835896,-20.1266631,-18.24,37.05,224.431,-23.4287,25.54,0.01,6.34,0.02,"VT",0.56,0.02,"BVT-Red",4.31,0.04,"___",1.38,0.03,"2MASS","V-K",1.67,0.05,"F8/G0V","MAINSEQ","F",1.29,50.63,6.91E-11,31.74,6030,"VF05",1.18,"Takeda",1.1,"Takeda"
5944,7590,"01 16 29.34","+42 56 22.2",19.12226076,42.93949385,-112.45,-30.49,127.7978,-19.6954,23.2,0.01,6.59,0.02,"VT",0.58,0.02,"BVT-Red",4.76,0.04,"___",1.41,0.02,"2MASS","V-K",1.1,0.05,"G0","MAINSEQ","G",1.05,45.24,1.05E-10,31.54,6031,"VF05",1,"Takeda",1.07,"Takeda"
14632,19373,"03 09 02.88","+49 36 48.6",47.26201363,49.61350009,1262.29,-91.53,144.595,-7.3815,10.54,0,4.05,0,"G",0.6,0.01,"G",3.94,0.01,"___",1.39,0.05,"Kidger","V-K",2.36,0.05,"G0V","MAINSEQ","G",1.53,145.6,4.9E-11,29.82,6032,"VF05",1.38,"Takeda",1.18,"Takeda"
16852,22484,"03 36 52.52","+00 24 10.2",54.21882896,0.40283316,-232.69,-482,185.1238,-41.6658,13.96,0.01,4.29,0.01,"G",0.58,0.01,"G",3.57,0.02,"___",1.35,0.05,"JOHNSON, H. L. <COMM. LUNAR AND PLANETARY LAB., 4, 99> UBVRIJKL","V-K",3.29,0.05,"F8V","MAINSEQ","F",1.81,129.96,3.51E-11,30.43,6038,"VF05",1.58,"Takeda",1.16,"Takeda"
15323,20367,"03 17 40.12","+31 07 37.9",49.41715145,31.12718548,-103.09,-56.65,156.3202,-22.1013,26.68,0.02,6.4,0.02,"VT",0.56,0.02,"BVT-Red",4.27,0.05,"___",1.36,0.03,"2MASS","V-K",1.73,0.06,"G0","MAINSEQ","G",1.31,49.24,6.69E-11,31.84,6039,"V-K",1.2,"Turnbull",1.15,"Turnbull"
101983,196378,"20 40 02.27","-60 32 51.0",310.00944347,-60.54750937,312.88,-568.99,335.9735,-36.6371,24.66,0.01,5.12,0.02,"VT",0.51,0.02,"BVT-G-Red",3.16,0.03,"___",1.38,0.05,"AUMANN, H. H., PROBST, R. G. <AP. J., 368, 264> SEARCH FOR VEGA-LIKE","V-K",4.8,0.06,"F7V","MAINSEQ","F",2.19,88.84,2.41E-11,31.67,6040,"VF05",1.94,"Takeda",1.15,"Takeda"
89805,167425,"18 19 40.08","-63 53 09.2",274.91699348,-63.88589103,38.89,-276.16,330.7308,-20.8122,23.05,0.01,6.17,0,"G",0.58,0,"G",4.36,0.02,"___","___","___","___","B-V",1.6,0.1,"G0/1V","MAINSEQ","G",1.27,54.94,7.2E-11,31.53,6046,"Gray",1.15,"Turnbull",1.13,"Turnbull"
