"HIP","HD","RAhms","DEdms","RA(ICRS)","DE(ICRS)","pmRA","pmDE","Glon","Glat","d(pc)","ePARX/PARX","V","e_V","V_src","B-V","e_B-V","B-V_src","Mv","e_Mv","CombMag","V-K","e_V-K","K_src","Lbol_src","Lbol","e_Lbol","SpType","CLASS","SPECTAG","EEID(AU)","EEID(mas)","FPB-Earth","V-Earth(mag)","Teff","Teff_src","R*(Rsun)","R_src","M*(Msun)","M_src"
117226,"___","23 46 07.54","+60 27 55.4",356.53143116,60.46537633,13.72,-2.24,114.9636,-1.392,18.16,0.83,9.75,0.01,"G",2.11,0.01,"G",8.45,3.87,"___",8.01,0.1,"TMSS","V-K",3.45,3.87,"M3             ","___","___",1.86,102.3,3.35E-11,35.94,2685,"V-K",8.58,"Turnbull",1.37,"Turnbull"
32277,"___","06 44 19.42","+40 37 22.9",101.08091758,40.62302955,193.09,37.94,175.0504,16.0166,25.81,0.66,9.53,0.1,"VT",1.27,0.1,"BVT-Red",7.47,2.44,"___",7.71,0.14,"TMSS","V-K",6.49,2.44,"K           ","___","___",2.55,98.74,1.78E-11,36.41,2742,"V-K",11.28,"Turnbull",1.62,"Turnbull"
34603,,"07 10 02.16","+38 31 54.4",107.50900471,38.53176545,-439.68,-948.36,178.9523,19.9067,6.12,0.01,11.67,0.4,"VT",1.09,0.4,"BVT-G-Red",12.74,0.42,"___",5.83,0.4,"2MASS","V-K",0.01,0.58,"M4.5V","MAINSEQ","M",0.11,18,9.52E-09,31.73,3049,"V-K",0.39,"Turnbull",0.32,"Turnbull"
5643,,"01 12 29.90","-17 00 01.9",18.12459256,-17.00053959,1210.09,646.95,149.6949,-78.7623,3.72,0,12.07,0.01,"Koen",1.81,0.01,"Koen",14.22,0.02,"___",5.68,0.02,"2MASS","V-K",0,0.09,"M4.0V","MAINSEQ","M",0.05,13.86,4.35E-08,30.48,3082,"V-K",0.18,"Turnbull",0.22,"Turnbull"
30920,"___","06 29 23.00","-02 48 44.9",97.345813,-2.81247539,694.73,-618.62,212.9267,-6.1876,4.09,0,11.07,0.01,"Koen",1.69,0.01,"Koen",13.01,0.02,"___",5.63,0.02,"2MASS","V-K",0.01,0.09,"M4.5V","MAINSEQ","M",0.09,21.33,1.52E-08,30.62,3093,"V-K",0.3,"Turnbull",0.29,"Turnbull"
106255,"___","21 31 17.92","-09 47 25.9",322.82467099,-9.79053173,1161.8,-54.19,43.2339,-39.8569,8.3,0.05,12.01,0.01,"Koen",1.66,0.01,"Koen",12.42,0.12,"___",5.58,0.04,"2MASS","V-K",0.01,0.15,"M4e...      ","___","___",0.12,14.14,8.39E-09,32.2,3106,"V-K",0.4,"Turnbull",0.33,"Turnbull"
37766,"___","07 44 40.38","+03 33 12.8",116.16823269,3.55354943,-344.87,-450.84,215.8554,13.4586,5.98,0.01,11.23,0.01,"Koen",1.61,0.01,"Koen",12.34,0.03,"___",5.49,0.02,"2MASS","V-K",0.01,0.09,"M4.0V","MAINSEQ","M",0.12,19.36,8.62E-09,31.39,3129,"V-K",0.39,"Turnbull",0.33,"Turnbull"
57548,"___","11 47 44.04","+00 48 27.1",176.93351286,0.80752617,605.62,-1219.23,270.1417,59.561,3.35,0,11.1,0.01,"Koen",1.74,0.01,"Koen",13.47,0.02,"___",5.47,0.03,"2MASS","V-K",0,0.09,"M4.0V","MAINSEQ","M",0.07,19.75,2.63E-08,30.04,3135,"V-K",0.22,"Turnbull",0.25,"Turnbull"
71253,"___","14 34 17.02","-12 31 15.6",218.57093205,-12.52100145,-357.5,595.12,338.4201,43.1526,6.22,0.01,11.32,0.01,"Koen",1.6,0.01,"Koen",12.35,0.03,"___",5.38,0.05,"2MASS","V-K",0.01,0.09,"M4.0V","MAINSEQ","M",0.11,17.32,9.96E-09,31.32,3158,"V-K",0.36,"Turnbull",0.32,"Turnbull"
110526,"___","22 23 28.92","+32 27 35.8",335.87051591,32.45993621,251.26,-207.57,90.0404,-20.7987,15.51,0.1,11.42,0.3,"VT",1.57,0.02,"G",10.47,0.53,"*",5.37,0.3,"2MASS","V-K",0.06,0.61,"M0...       ","___","___",0.25,16.42,1.78E-09,33.29,3162,"V-K",0.85,"Turnbull",0.5,"Turnbull"
86214,"___","17 37 04.24","-44 19 01.0",264.26766824,-44.31693542,-710.11,-937.99,345.9885,-6.635,5.05,0.01,10.94,0,"G",1.66,0.01,"G",12.42,0.01,"___",5.33,0.02,"2MASS","V-K",0.01,0.09,"M4.0","MAINSEQ","M",0.1,20.18,1.11E-08,30.82,3172,"V-K",0.34,"Turnbull",0.31,"Turnbull"
102141,196982,"20 41 50.97","-32 26 03.6",310.46238529,-32.43434165,269.32,-365.69,11.1414,-36.3418,10.7,0.04,10.34,0.01,"Koen",1.57,0.01,"Koen",10.2,0.1,"*",5.33,0.04,"2MASS","V-K",0.09,0.13,"MPE","MAINSEQ","M",0.29,27.37,1.35E-09,32.52,3174,"V-K",0.97,"Turnbull",0.53,"Turnbull"
83945,"___","17 09 31.27","+43 40 55.3",257.38030802,43.68202643,333.92,-278.02,68.8454,36.2851,7.45,0.01,11.77,0.01,"G",1.7,0.02,"G",12.41,0.05,"___",5.29,0.02,"2MASS","V-K",0.01,0.1,"M3","MAINSEQ","M",0.1,13.46,1.15E-08,31.62,3186,"V-K",0.33,"Turnbull",0.31,"Turnbull"
53020,,"10 50 52.54","+06 48 36.4",162.7189047,6.81011677,-804.4,-809.6,242.7731,54.9148,6.8,0.01,11.64,0,"G",1.68,0,"G",12.48,0.02,"___",5.27,0.02,"2MASS","V-K",0.01,0.09,"M4.0V","MAINSEQ","M",0.1,14.18,1.24E-08,31.4,3191,"V-K",0.32,"Turnbull",0.3,"Turnbull"
92403,"___","18 49 48.96","-23 50 08.8",282.45398321,-23.83576457,637.55,-192.47,11.3069,-10.2829,2.97,0,10.5,0.01,"Koen",1.74,0.01,"Koen",13.13,0.02,"___",5.24,0.36,"2MASS","V-K",0,0.36,"M3.5 V","MAINSEQ","M",0.07,22.48,2.6E-08,29.46,3199,"V-K",0.22,"Turnbull",0.25,"Turnbull"
103039,"___","20 52 33.20","-16 58 29.3",313.13835215,-16.9748128,-306.7,30.78,30.1636,-34.2161,5.71,0.01,11.46,0.01,"Koen",1.57,0.01,"Koen",12.67,0.02,"___",5.21,0.03,"2MASS","V-K",0.01,0.09,"M3.5V","MAINSEQ","M",0.09,15.34,1.5E-08,31.02,3208,"V-K",0.28,"Turnbull",0.29,"Turnbull"
108706,"___","22 01 12.88","+28 18 24.5",330.30365718,28.30681743,372.11,36.48,83.2532,-21.1594,8.9,0.03,11.99,0.01,"G",1.72,0.02,"G",12.24,0.07,"___",5.21,0.03,"2MASS","V-K",0.01,0.12,"___","MAINSEQ","M",0.1,11.76,1.05E-08,31.93,3208,"V-K",0.34,"Turnbull",0.31,"Turnbull"
115332,"___","23 21 37.78","+17 17 37.5",350.40740164,17.29374687,-536.53,-1385.25,94.2644,-40.5259,10.99,0.03,11.71,0.01,"Koen",1.53,0.01,"Koen",11.51,0.08,"___",5.19,0.02,"2MASS","V-K",0.02,0.12,"M:","MAINSEQ","M",0.15,13.31,5.4E-09,32.38,3214,"V-K",0.47,"Turnbull",0.37,"Turnbull"
26857,"___","05 42 08.07","+12 29 35.4",85.53363564,12.493155,1999.05,-1570.64,193.7024,-9.2143,5.83,0.01,11.48,0.01,"Koen",1.61,0.01,"Koen",12.65,0.02,"___",5.17,0.03,"2MASS","V-K",0.01,0.09,"M4.0V","MAINSEQ","M",0.08,14.05,1.72E-08,30.89,3221,"V-K",0.26,"Turnbull",0.28,"Turnbull"
113020,"___","22 53 16.16","-14 15 43.4",343.31731628,-14.26205842,960.33,-675.64,52.0046,-59.6273,4.66,0,10.18,0.01,"Koen",1.57,0.01,"Koen",11.84,0.02,"___",5.15,0.03,"2MASS","V-K",0.02,0.09,"M2.5V","MAINSEQ","M",0.12,26.51,7.56E-09,30.48,3227,"V-K",0.4,"Turnbull",0.34,"Turnbull"
38956,"___","07 58 12.53","+41 18 19.3",119.55222364,41.30537105,212.35,-685.1,178.7284,29.5392,8.62,0.03,12.02,0.01,"G",1.62,0.02,"G",12.34,0.08,"___",5.14,0.03,"2MASS","V-K",0.01,0.12,"M4V         ","___","___",0.1,11.22,1.24E-08,31.79,3230,"V-K",0.31,"Turnbull",0.3,"Turnbull"
21088,"___","04 31 10.05","+58 58 55.4",67.79185895,58.98205252,1300.21,-2048.99,148.0968,7.3128,5.54,0.01,10.82,0.03,"G",1.17,0.04,"G",12.1,0.04,"*",5.1,0.04,"2MASS","V-K",0.01,0.1,"M4.0V","MAINSEQ","M",0.11,19.14,1.03E-08,30.79,3242,"V-K",0.34,"Turnbull",0.32,"Turnbull"
1242,"___","00 15 27.67","-16 07 56.3",3.86528051,-16.13230661,728.18,-617.48,83.9166,-76.1986,5.94,0.01,11.48,0.01,"Koen",1.7,0.01,"Koen",12.61,0.02,"___",5.1,0.02,"2MASS","V-K",0.01,0.09,"M3.5V","MAINSEQ","M",0.08,14.04,1.66E-08,30.93,3243,"V-K",0.26,"Turnbull",0.28,"Turnbull"
72896,"___","14 53 51.90","+23 33 19.9",223.46626781,23.55551709,-679.64,102.46,32.4308,62.1774,10.16,0.04,11.66,0.01,"Koen",1.58,0.01,"Koen",11.63,0.11,"*",5.09,0.02,"2MASS","V-K",0.02,0.14,"M3V            ","___","___",0.13,12.91,6.71E-09,32.1,3246,"V-K",0.41,"Turnbull",0.35,"Turnbull"
77514,"___","15 49 36.62","+51 02 54.7",237.40258187,51.04852013,-366.65,277.03,80.8192,48.8839,19.07,0.06,12.84,1.47,"HIPcat",2.2,0.5,"G",11.44,1.6,"___",5.09,1.47,"2MASS","V-K",0.02,2.18,"M:          ","___","___",0.14,7.49,5.66E-09,33.46,3248,"V-K",0.45,"Turnbull",0.37,"Turnbull"
9291,"___","01 59 23.16","+58 31 17.8",29.84648007,58.52160775,321.81,-195.33,131.7207,-3.1859,12.25,0.05,12.04,0.36,"VT",0.85,0.36,"BVT-G-Red",11.6,0.47,"___",5.08,0.36,"2MASS","V-K",0.02,0.6,"M4Ve        ","___","___",0.13,10.79,6.61E-09,32.49,3250,"V-K",0.42,"Turnbull",0.35,"Turnbull"
111766,"___","22 38 28.59","-65 22 41.2",339.61911518,-65.37811571,833.28,-160.26,322.2858,-46.4396,13.18,0.08,11.45,0.01,"Koen",1.6,0.01,"Koen",10.85,0.19,"*",5.07,0.02,"2MASS","V-K",0.03,0.21,"___","MAINSEQ","M",0.18,13.79,3.49E-09,32.59,3252,"V-K",0.57,"Turnbull",0.42,"Turnbull"
36627,"___","07 31 57.51","+36 13 49.6",112.98964545,36.23045504,-258.15,-254.27,182.7772,23.3141,11.98,0.05,11.82,0.01,"G",1.57,0.02,"G",11.43,0.12,"___",5.07,0.03,"2MASS","V-K",0.02,0.15,"M4","MAINSEQ","M",0.14,11.86,5.72E-09,32.43,3255,"V-K",0.45,"Turnbull",0.37,"Turnbull"
66906,"___","13 42 43.35","+33 17 30.6",205.68061204,33.29182156,-111.47,-706.72,65.1454,77.3357,9.28,0.03,12.03,0.55,"HIPcat",2.4,0.5,"G",12.19,0.62,"___",5.05,0.55,"2MASS","V-K",0.01,0.83,"M:          ","___","___",0.1,10.69,1.17E-08,31.86,3260,"V-K",0.31,"Turnbull",0.31,"Turnbull"
49971,"___","10 12 05.34","+47 50 22.9",153.02224824,47.83968424,45.16,-53.13,168.2854,52.8166,18.79,0.33,14.43,"___","Hp-VI-red","___","___","___",13.06,"___","___",5.05,0.1,"2MASS","V-K",0,"___","~              ","___","___",0.07,3.53,2.62E-08,33.39,3261,"V-K",0.21,"Turnbull",0.25,"Turnbull"
56244,"___","11 31 47.07","-41 02 48.7",172.94611808,-41.04685396,-715.84,170.73,287.132,19.3683,10.36,0.02,11.54,0.01,"Koen",1.55,0.01,"Koen",11.46,0.07,"___",5.04,0.04,"2MASS","V-K",0.02,0.11,"M","MAINSEQ","M",0.14,13.27,6.11E-09,32.07,3264,"V-K",0.43,"Turnbull",0.36,"Turnbull"
57050,"___","11 41 45.09","+42 45 07.9",175.43788953,42.7521914,-579.67,-89.54,160.6095,68.9188,11.1,0.03,11.86,0.01,"G",1.5,0.01,"G",11.63,0.08,"___",5.04,0.02,"2MASS","V-K",0.02,0.12,"M5","MAINSEQ","M",0.13,11.5,7.08E-09,32.23,3264,"V-K",0.4,"Turnbull",0.35,"Turnbull"
60910,"___","12 28 57.96","+08 25 34.1",187.24149764,8.42614568,-634.01,-258.24,286.0193,70.5564,13.18,0.05,12.05,0.01,"Koen",1.57,0.01,"Koen",11.45,0.13,"___",5.03,0.03,"2MASS","V-K",0.02,0.16,"M:","MAINSEQ","M",0.14,10.81,5.68E-09,32.66,3265,"V-K",0.45,"Turnbull",0.37,"Turnbull"
3937,"___","00 50 33.12","+24 49 00.6",12.63797991,24.81682158,198.46,-41.74,122.6766,-38.0545,11.85,0.06,12.15,0.01,"Koen",1.63,0.01,"Koen",11.78,0.14,"*",5.03,0.02,"2MASS","V-K",0.01,0.16,"M3Vkee         ","___","___",0.12,10.03,8.18E-09,32.37,3266,"V-K",0.37,"Turnbull",0.34,"Turnbull"
62452,"___","12 47 57.22","+09 45 09.1",191.98842235,9.75251785,-1007.72,-461.01,300.0593,72.6048,8.37,0.02,11.39,0,"G",1.56,0,"G",11.78,0.05,"___",5.03,0.02,"2MASS","V-K",0.01,0.1,"M4","MAINSEQ","M",0.12,14.22,8.16E-09,31.61,3267,"V-K",0.37,"Turnbull",0.34,"Turnbull"
112460,,"22 46 50.31","+44 20 06.4",341.70961216,44.33510774,-704.66,-459.39,100.6088,-13.0692,5.05,0.01,10.33,0.08,"VT",1.27,0.08,"BVT-G-Red",11.81,0.09,"___",5.03,0.08,"2MASS","V-K",0.01,0.13,"M3.5V","MAINSEQ","M",0.12,23.19,8.44E-09,30.51,3267,"V-K",0.36,"Turnbull",0.33,"Turnbull"
80824,"___","16 30 18.11","-12 39 35.0",247.57547824,-12.65971367,-93.61,-1184.9,3.3543,23.6815,4.27,0,10.08,0.01,"Koen",1.58,0.01,"Koen",11.92,0.02,"___",5.03,0.03,"2MASS","V-K",0.01,0.09,"M3.5V","MAINSEQ","M",0.11,25.71,9.6E-09,30.12,3268,"V-K",0.34,"Turnbull",0.32,"Turnbull"
87937,"___","17 57 48.97","+04 40 05.8",269.45402305,4.66828815,-797.84,10326.93,30.9865,14.0496,1.83,0,9.51,0.01,"Koen",1.73,0.01,"Koen",13.2,0.02,"___",5.02,0.02,"2MASS","V-K",0,0.09,"M3.5V","MAINSEQ","M",0.06,33.14,3.13E-08,28.27,3271,"V-K",0.19,"Turnbull",0.24,"Turnbull"
48904,"___","09 58 33.92","-46 25 26.2",149.6413219,-46.42394529,479.32,-483.62,274.5544,6.7037,15.46,0.03,11.27,0,"G",1.56,0.01,"G",10.32,0.06,"___",5.01,0.02,"2MASS","V-K",0.05,0.11,"M5","MAINSEQ","M",0.23,14.92,2.17E-09,32.93,3272,"V-K",0.72,"Turnbull",0.47,"Turnbull"
82809,"___","16 55 25.70","-08 19 13.4",253.85710273,-8.32039997,-813.47,-895.23,11.0514,21.1604,6.45,0.01,11.73,0,"G",1.7,0.01,"G",12.68,0.02,"___",5.01,0.02,"2MASS","V-K",0.01,0.09,"M3.0V","MAINSEQ","M",0.08,12.03,1.92E-08,31.02,3275,"V-K",0.24,"Turnbull",0.27,"Turnbull"
22627,"___","04 52 05.64","+06 28 38.3",73.02350646,6.47729317,146.09,-310.14,192.2249,-22.8624,12.29,0.05,12.02,0.01,"Koen",1.55,0.01,"Koen",11.57,0.12,"___",5,0.02,"2MASS","V-K",0.02,0.15,"M4","MAINSEQ","M",0.13,10.88,6.46E-09,32.49,3277,"V-K",0.41,"Turnbull",0.36,"Turnbull"
25953,"___","05 32 14.76","+09 49 16.8",83.06151141,9.8213408,-177.94,-219.44,194.7779,-12.6647,12.79,0.05,11.53,0.01,"Koen",1.63,0.01,"Koen",10.99,0.12,"___",4.99,0.04,"2MASS","V-K",0.03,0.15,"M4Ve","MAINSEQ","M",0.17,12.98,4.19E-09,32.47,3280,"V-K",0.51,"Turnbull",0.4,"Turnbull"
36208,"___","07 27 24.16","+05 14 05.2",111.85068549,5.23476432,571.27,-3694.25,212.3358,10.3763,3.76,0,9.87,0.01,"Koen",1.57,0.01,"Koen",12,0.02,"___",4.98,0.04,"2MASS","V-K",0.01,0.09,"M3.5V","MAINSEQ","M",0.11,28.43,1.01E-08,29.86,3283,"V-K",0.33,"Turnbull",0.32,"Turnbull"
103910,"___","21 03 14.33","-56 57 51.4",315.80970266,-56.96429043,-357.97,353.22,339.7596,-40.253,12.72,0.08,12.8,0.01,"Koen",1.66,0.01,"Koen",12.28,0.18,"___",4.98,0.24,"2MASS","V-K",0.01,0.3,"M4          ","___","___",0.09,6.99,1.46E-08,32.39,3284,"V-K",0.27,"Turnbull",0.29,"Turnbull"
23932,"___","05 08 34.74","-18 10 07.1",77.14473389,-18.1686451,503.75,-1400.17,218.9024,-30.6031,9.27,0.02,10.3,0.01,"Koen",1.51,0.01,"Koen",10.47,0.05,"___",4.97,0.02,"2MASS","V-K",0.05,0.11,"M5","MAINSEQ","M",0.21,23.03,2.53E-09,31.79,3289,"V-K",0.66,"Turnbull",0.45,"Turnbull"
70975,"___","14 31 01.40","-12 17 42.5",217.75585171,-12.29512776,-405.22,-400.16,337.6492,43.7621,10.82,0.04,11.9,0.01,"Koen",1.59,0.01,"Koen",11.73,0.11,"___",4.96,0.03,"2MASS","V-K",0.01,0.14,"M4","MAINSEQ","M",0.12,10.79,8.48E-09,32.08,3291,"V-K",0.36,"Turnbull",0.33,"Turnbull"
12261,"___","02 37 52.70","-58 45 12.9",39.46958019,-58.75358168,78.97,206.57,280.0089,-53.3786,15.01,0.05,12.46,0.01,"Koen",1.57,0.01,"Koen",11.58,0.12,"___",4.95,0.03,"2MASS","V-K",0.02,0.15,"M3V            ","___","___",0.13,8.37,7.32E-09,32.8,3296,"V-K",0.38,"Turnbull",0.35,"Turnbull"
25578,"___","05 28 00.27","+09 38 44.8",82.00110606,9.64577431,-194.06,-759.52,194.3794,-13.6509,8.81,0.04,12.43,0.01,"Koen",1.64,0.01,"Koen",12.7,0.11,"___",4.94,0.02,"2MASS","V-K",0.01,0.14,"M5          ","___","___",0.07,8.26,2.18E-08,31.58,3298,"V-K",0.22,"Turnbull",0.26,"Turnbull"
67164,"___","13 45 50.90","-17 58 00.8",206.46209637,-17.96688325,-311.6,-549.35,320.7483,43.0146,10.24,0.05,11.87,0.01,"Koen",1.55,0.01,"Koen",11.82,0.13,"___",4.91,0.05,"2MASS","V-K",0.01,0.16,"M:","MAINSEQ","M",0.11,11.09,8.96E-09,31.99,3309,"V-K",0.35,"Turnbull",0.33,"Turnbull"
70185,"___","14 21 34.63","-16 15 30.5",215.39429535,-16.25847186,-102.53,-11.98,332.3114,41.4142,9.74,0.24,13.44,"___","Hp-VI-red","___","___","___",13.49,"___","___",4.9,0.1,"2MASS","V-K",0,"___","~              ","___","___",0.05,5.22,4.46E-08,31.81,3312,"V-K",0.15,"Turnbull",0.22,"Turnbull"
48659,"___","09 55 23.93","-27 15 39.4",148.84970832,-27.26093136,-103.67,-154.24,261.4766,21.1089,11.32,0.04,12.08,0.01,"Koen",1.6,0.01,"Koen",11.81,0.09,"___",4.9,0.02,"2MASS","V-K",0.01,0.13,"M3V            ","___","___",0.11,9.92,9.15E-09,32.18,3313,"V-K",0.34,"Turnbull",0.33,"Turnbull"
10617,"___","02 16 40.73","-30 59 20.4",34.16971499,-30.98900065,683.13,251.49,229.7316,-71.0081,14.32,0.04,12.03,0.01,"Koen",1.56,0.01,"Koen",11.25,0.11,"___",4.89,0.02,"2MASS","V-K",0.02,0.14,"M3Ve           ","___","___",0.14,9.98,5.65E-09,32.65,3316,"V-K",0.43,"Turnbull",0.37,"Turnbull"
47741,"___","09 43 55.99","+26 58 09.3",145.98330214,26.96924933,-581.58,-99.99,201.9852,48.5046,14.03,0.06,12.08,0.03,"G",1.54,0.04,"G",11.35,0.17,"___",4.89,0.04,"2MASS","V-K",0.02,0.19,"M:          ","___","___",0.14,9.71,6.23E-09,32.59,3316,"V-K",0.41,"Turnbull",0.36,"Turnbull"
4569,"___","00 58 27.08","-27 51 22.7",14.61282693,-27.85630511,1293.37,-298.93,238.419,-88.2827,12.35,0.04,11.77,0,"G",1.56,0,"G",11.31,0.09,"___",4.88,0.02,"2MASS","V-K",0.02,0.13,"___","MAINSEQ","M",0.14,11.14,6.1E-09,32.31,3320,"V-K",0.42,"Turnbull",0.36,"Turnbull"
106106,"___","21 29 36.20","+17 38 32.6",322.40081536,17.642376,1008.09,376.21,69.5617,-23.6877,6.71,0.01,10.33,0,"G",1.62,0.01,"G",11.2,0.02,"___",4.88,0.02,"2MASS","V-K",0.02,0.09,"M2.0V","MAINSEQ","M",0.15,21.61,5.49E-09,30.98,3321,"V-K",0.44,"Turnbull",0.37,"Turnbull"
62556,"___","12 49 03.38","+66 06 37.6",192.26409622,66.11044073,-436.96,-106.7,123.3152,51.016,10.21,0.02,10.94,0.01,"G",1.63,0.01,"G",10.89,0.05,"___",4.87,0.03,"2MASS","V-K",0.03,0.1,"M4","MAINSEQ","M",0.17,16.27,4.18E-09,31.89,3323,"V-K",0.5,"Turnbull",0.4,"Turnbull"
57544,"___","11 47 39.17","+78 41 24.0",176.91319098,78.68999275,743.21,480.4,126.8499,37.9486,5.34,0.01,10.8,0.01,"G",1.57,0.02,"G",12.16,0.03,"___",4.85,0.03,"2MASS","V-K",0.01,0.09,"M3.5V","MAINSEQ","M",0.09,17.16,1.37E-08,30.45,3332,"V-K",0.27,"Turnbull",0.29,"Turnbull"
46655,"___","09 30 44.92","+00 19 26.4",142.68715327,0.32400295,-569.91,-552.23,233.4242,34.931,9.67,0.04,11.71,0.01,"Koen",1.59,0.01,"Koen",11.78,0.1,"___",4.84,0.03,"2MASS","V-K",0.01,0.13,"K:...","MAINSEQ","K",0.11,11.25,9.77E-09,31.74,3335,"V-K",0.33,"Turnbull",0.32,"Turnbull"
61874,"___","12 40 46.92","-43 34 05.0",190.19549326,-43.56806218,-782.02,693.51,300.8876,19.2614,7.78,0.03,12.24,0.01,"Koen",1.73,0.01,"Koen",12.78,0.08,"___",4.83,0.02,"2MASS","V-K",0,0.12,"M4          ","___","___",0.07,8.77,2.48E-08,31.25,3339,"V-K",0.2,"Turnbull",0.25,"Turnbull"
56157,"___","11 30 42.03","-08 05 45.2",172.67514083,-8.09590028,-354.75,262.48,271.0434,49.7108,13.2,0.06,12.01,0.01,"Koen",1.55,0.01,"Koen",11.41,0.14,"___",4.83,0.02,"2MASS","V-K",0.02,0.16,"___","MAINSEQ","M",0.13,9.89,6.78E-09,32.43,3339,"V-K",0.39,"Turnbull",0.35,"Turnbull"
109388,"___","22 09 39.68","-04 38 26.5",332.41534076,-4.64068104,1134.9,-19.71,55.8884,-45.3968,9.1,0.02,10.37,0.01,"Koen",1.5,0.01,"Koen",10.57,0.05,"___",4.82,0.03,"2MASS","V-K",0.03,0.1,"M3","MAINSEQ","M",0.18,20.26,3.4E-09,31.54,3343,"V-K",0.55,"Turnbull",0.42,"Turnbull"
110893,239960,"22 28 00.42","+57 41 49.3",337.00174003,57.69702005,-870.23,-471.1,104.6896,-0.0031,4.03,0,9.59,0,"G",1.61,0,"G",11.56,0.01,"*",4.81,0.03,"2MASS","V-K",0.01,0.09,"M3.0V","MAINSEQ","M",0.12,29.52,8.15E-09,29.81,3344,"V-K",0.35,"Turnbull",0.34,"Turnbull"
73182,,"14 57 25.92","-21 24 26.9",224.35801834,-21.40746858,987.05,-1666.81,338.2396,32.688,5.86,0.01,8.07,0.01,"Koen",1.49,0.01,"Koen",9.23,0.02,"___",4.81,0.07,"DENIS","V-K",0.13,0.09,"M1.5V","MAINSEQ","M",0.36,61.03,9.03E-10,30.68,3345,"V-K",1.06,"Turnbull",0.59,"Turnbull"
103393,"___","20 56 48.07","-04 50 47.2",314.20029476,-4.84643951,786.98,-219.52,43.6531,-29.9852,17.69,0.07,11.92,0.01,"Koen",1.53,0.01,"Koen",10.68,0.17,"___",4.81,0.02,"2MASS","V-K",0.03,0.19,"M4","MAINSEQ","M",0.18,10.3,3.48E-09,33.06,3347,"V-K",0.54,"Turnbull",0.42,"Turnbull"
61706,"___","12 38 53.13","+11 41 48.3",189.72137356,11.69676063,-1156.18,-244.87,291.5135,74.2896,14.37,0.04,11.49,0,"G",1.48,0,"G",10.7,0.09,"___",4.8,0.04,"2MASS","V-K",0.03,0.13,"M4","MAINSEQ","M",0.18,12.23,3.74E-09,32.56,3350,"V-K",0.52,"Turnbull",0.41,"Turnbull"
94349,"___","19 12 13.55","+02 53 15.6",288.05646821,2.88766813,1789.15,-520.07,37.8786,-3.2987,10.22,0.03,11.14,0.01,"Koen",1.52,0.01,"Koen",11.1,0.08,"___",4.8,0.04,"2MASS","V-K",0.02,0.12,"M4","MAINSEQ","M",0.15,14.68,5.13E-09,31.87,3351,"V-K",0.45,"Turnbull",0.38,"Turnbull"
84123,"___","17 11 52.57","-01 51 03.5",257.96906084,-1.85097191,-534.66,-326.41,19.2589,21.0792,10.18,0.12,11.39,0.01,"Koen",1.61,0.01,"Koen",11.35,0.3,"___",4.79,0.02,"2MASS","V-K",0.02,0.31,"G","MAINSEQ","M",0.13,12.43,7.21E-09,31.75,3352,"V-K",0.38,"Turnbull",0.35,"Turnbull"
99150,"___","20 07 44.78","-31 45 07.8",301.93658522,-31.7521597,290.03,-753.34,9.9015,-29.1638,14.91,0.07,12.5,0.01,"Koen",1.6,0.01,"Koen",11.63,0.18,"___",4.79,0.03,"2MASS","V-K",0.02,0.2,"M           ","___","___",0.13,8.84,6.66E-09,32.94,3352,"V-K",0.39,"Turnbull",0.35,"Turnbull"
87938,"___","17 57 50.98","+46 35 14.1",269.46241105,46.58724154,-17.74,575.75,73.5755,28.2262,14.09,0.03,11.79,0.01,"G",1.56,0.02,"G",11.05,0.07,"___",4.79,0.02,"2MASS","V-K",0.02,0.11,"M:","MAINSEQ","M",0.15,10.61,5.17E-09,32.51,3353,"V-K",0.44,"Turnbull",0.38,"Turnbull"
112909,"___","22 51 53.18","+31 45 15.6",342.97156518,31.75433773,527.01,-50.59,95.1583,-24.5914,14.54,0.04,11.66,0.01,"G",1.5,0.02,"G",10.85,0.1,"___",4.79,0.03,"2MASS","V-K",0.03,0.14,"M3.5Ve","MAINSEQ","M",0.16,11.24,4.32E-09,32.57,3355,"V-K",0.48,"Turnbull",0.4,"Turnbull"
76832,"___","15 41 14.70","+75 59 40.7",235.31124781,75.99463559,777.67,-759.83,111.1347,36.9668,13.31,0.03,12.22,0.01,"G",1.65,0.01,"G",11.6,0.08,"___",4.78,0.02,"2MASS","V-K",0.01,0.12,"M4          ","___","___",0.12,8.66,8.7E-09,32.37,3358,"V-K",0.34,"Turnbull",0.33,"Turnbull"
86963,"___","17 46 14.47","-32 06 06.0",266.56028243,-32.10165681,-77.62,-270.12,357.3658,-1.7611,13.13,0.23,11.39,0,"G",1.44,0.01,"G",10.8,0.59,"___",4.78,0.03,"Koen","V-K",0.03,0.59,"M2V:","MAINSEQ","M",0.17,12.69,4.16E-09,32.34,3358,"V-K",0.49,"Turnbull",0.4,"Turnbull"
94557,"___","19 14 39.54","+19 18 59.9",288.66474349,19.31664395,-617.43,434.84,52.7271,3.7775,19.08,0.06,11.54,0.01,"Koen",1.43,0.01,"Koen",10.13,0.14,"___",4.78,0.26,"2MASS","V-K",0.05,0.29,"M:          ","___","___",0.22,11.57,2.37E-09,33.1,3358,"V-K",0.65,"Turnbull",0.46,"Turnbull"
